"","X.1","X","X50_50","bad_behaviour_card","ball_receipt_outcome","ball_recovery_recovery_failure","block_deflection","block_offensive","block_save_block","carry_end_location","clearance_aerial_won","clearance_body_part","clearance_head","clearance_left_foot","clearance_other","clearance_right_foot","counterpress","dribble_outcome","dribble_overrun","duel_outcome","duel_type","duration","foul_committed_advantage","foul_committed_card","foul_committed_offensive","foul_committed_type","foul_won_advantage","foul_won_defensive","goalkeeper_body_part","goalkeeper_end_location","goalkeeper_outcome","goalkeeper_position","goalkeeper_technique","goalkeeper_type","id","index","injury_stoppage_in_chain","interception_outcome","location","match_id","minute","miscontrol_aerial_won","obv_against_after","obv_against_before","obv_against_net","obv_for_after","obv_for_before","obv_for_net","obv_total_net","off_camera","out","pass_aerial_won","pass_angle","pass_assisted_shot_id","pass_body_part","pass_cross","pass_cut_back","pass_end_location","pass_height","pass_inswinging","pass_length","pass_no_touch","pass_outcome","pass_outswinging","pass_pass_cluster_id","pass_pass_cluster_label","pass_pass_cluster_probability","pass_pass_success_probability","pass_recipient","pass_shot_assist","pass_switch","pass_technique","pass_through_ball","pass_type","period","play_pattern","player","player_id","position","possession","possession_team","possession_team_id","related_events","second","shot_aerial_won","shot_body_part","shot_deflected","shot_end_location","shot_first_time","shot_freeze_frame","shot_gk_positioning_xg_suppression","shot_gk_save_difficulty_xg","shot_gk_shot_stopping_xg_suppression","shot_key_pass_id","shot_one_on_one","shot_outcome","shot_shot_execution_xg","shot_shot_execution_xg_uplift","shot_statsbomb_xg","shot_technique","shot_type","substitution_outcome","substitution_replacement","tactics","team","team_id","timestamp","type","under_pressure","pass_goal_assist","shot_open_goal","shot_shot_goal_assist","ball_recovery_offensive","foul_committed_penalty","shot_shot_shot_assist","goalkeeper_shot_saved_to_post","shot_saved_to_post","dribble_nutmeg","foul_won_penalty","goalkeeper_punched_out","pass_deflected","pass_miscommunication","pass_straight","half_start_late_video_start","goalkeeper_shot_saved_off_target","shot_redirect","shot_saved_off_target","dribble_no_touch","goalkeeper_success_in_play","goalkeeper_success_out","player_off_permanent","goalkeeper_lost_out","shot_follows_dribble","goalkeeper_lost_in_play","shot_kick_off","spad_x","spad_y"
"1",3549,13396,"","","","","","",NA,"","","","","",NA,"","","","","","",2.622121,"","","","","","",NA,NA,NA,NA,NA,NA,"f8b72377-19cf-4c86-9f28-c0a70d485046",104,"","","[86.2, 46.6]",3902009,1,"",0.0058109006,0.010140185,-0.0043292847,0.010598898,0.030650746,-0.020051848,-0.015722563,"","","",0.3862058,"","Right Foot","","","[119.4, 60.1]","Low Pass","",35.839783,"","Out","",20,"Midfield third - Right - Forwards - Short - High Pass",0.6581014559,0.5796561241,"Devon Titus","","","","","",1,"Regular Play","Iqraam Rayners",66719,"Center Forward",5,"Stellenbosch FC",3710,"['b61776dc-aaa7-434c-895f-0b0f744ad8e8', 'c42f126d-a81f-41a5-970d-724af9d54790']",49,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:01:49.664","Pass","True","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",74.6633333333333,28.4325
"2",3552,13412,"","","","","","",NA,"","","","","",NA,"","","","","","",1.194185,"","","","","","",NA,NA,NA,NA,NA,NA,"ff5fcc7d-1a1c-4992-b76a-2755a63dd6a3",162,"","","[88.4, 38.0]",3902009,3,"",0.010307006,0.009766175,0.0005408302,0.030928295,0.03899505,-0.008066755,-0.008607585,"","","",1.7818897,"2f1365ef-94d9-4962-8682-8bd02866e67e","Right Foot","","","[86.0, 49.2]","Ground Pass","",11.454257,"","","",2,"Attacking third - Center - To right - Short - Ground Pass",0.9996600776,0.9329842925,"Devon Titus","True","","","","",1,"Regular Play","Iqraam Rayners",66719,"Center Forward",7,"Stellenbosch FC",3710,"['a9dcfed2-a6af-451d-a547-e0a9ad111ee8', 'cb443b30-9ca7-442c-8017-a25bcce6251f']",16,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:03:16.299","Pass","True","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",76.57,35.7425
"3",3559,13489,"","","","","","",NA,"","","","","",NA,"","","","","","",2.020471,"","","","","","",NA,NA,NA,NA,NA,NA,"36b3f486-4fe3-450f-875d-ebe48546fc52",413,"","","[82.0, 4.7]",3902009,9,"",0.01029581,0.008753329,0.0015424816,0.01364732,0.020415219,-0.006767899,-0.00831038,"","","",3.0309355,"","Right Foot","","","[63.1, 6.8]","Ground Pass","",19.01631,"","","",32,"Midfield third - Left - To right - Short - Ground Pass",0.9331710072,0.9908362627,"Fawaaz Basadien","","","","","",1,"Regular Play","Iqraam Rayners",66719,"Center Forward",18,"Stellenbosch FC",3710,"['aba2ed86-4d65-4e17-ac7c-98eb7364ff30']",25,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:09:25.102","Pass","","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",71.0233333333333,64.0475
"4",3562,13529,"","","","","","",NA,"","","","","",NA,"","","","","","",1.137539,"","","","","","",NA,NA,NA,NA,NA,NA,"a2aa0950-3dc4-4917-8142-69136b051b5e",538,"","","[64.0, 18.8]",3902009,11,"",0.009705694,0.0095640505,0.0001416439,0.014364535,0.01825245,-0.0038879141,-0.004029558,"","","",-1.9890207,"","Right Foot","","","[58.0, 5.3]","Ground Pass","",14.773287,"","","",27,"Midfield third - Left - To left - Short - Ground Pass",0.9910784854,0.9767692089,"Fawaaz Basadien","","","","","",1,"From Goal Kick","Iqraam Rayners",66719,"Center Forward",21,"Stellenbosch FC",3710,"['8e650cc0-690d-4b28-8847-45788bf2fcd6']",49,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:11:49.477","Pass","","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",55.4233333333333,52.0625
"5",3566,13636,"","","","","","",NA,"","","","","",NA,"","","","","","",1.115128,"","","","","","",NA,NA,NA,NA,NA,NA,"34bb1c99-6e91-41cb-9a9d-621084679013",927,"","","[86.5, 40.0]",3902009,24,"",0.009284429,0.008970414,0.000314015,0.048037317,0.03254746,0.015489858,0.015175843,"","","",0.8020237,"","Right Foot","","","[107.2, 61.4]","Ground Pass","",29.77331,"","","",8,"Midfield third - Center - To right - Short - Ground Pass",0.8851237963,0.779782474,"Genino Palace","","","","","",1,"Regular Play","Iqraam Rayners",66719,"Center Forward",39,"Stellenbosch FC",3710,"['daa350d9-ff8d-45fd-ac3d-77bf0c80407a']",34,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:24:34.935","Pass","","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",74.9233333333333,34.0425
"6",3570,13683,"","","","","","",NA,"","","","","",NA,"","","","","","",1.320586,"","","","","","",NA,NA,NA,NA,NA,NA,"74491fb1-030f-494b-bb23-a7f0baa08106",1085,"","","[85.8, 42.1]",3902009,30,"",0.009055332,0.009756284,-0.0007009516,0.035679862,0.030847648,0.0048322137,0.0055331653,"","","",0.96299434,"a5a28144-d91e-41f0-8805-fbf76d8d0c6c","Right Foot","","","[98.6, 60.5]","Ground Pass","",22.414282,"","","",2,"Attacking third - Center - To right - Short - Ground Pass",0.5966602082,0.8488140106,"Devon Titus","True","","","","",1,"Regular Play","Iqraam Rayners",66719,"Center Forward",48,"Stellenbosch FC",3710,"['a36bfd7e-4586-4ee0-b6c2-38584021579a']",22,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:30:22.318","Pass","","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",74.3166666666667,32.2575
"7",3575,13702,"","","","","","",NA,"","","","","",NA,"","","","","","",1.831705,"","","","","","",NA,NA,NA,NA,NA,NA,"a9694227-aa6f-4dd9-a9dd-0cd1d22d5838",1150,"","","[98.9, 24.7]",3902009,32,"",0.008666174,0.009150217,-0.0004840437,0.0396681,0.045107476,-0.0054393746,-0.004955331,"","","",2.20234,"","Right Foot","","","[91.0, 35.5]","High Pass","",13.380957,"","","",7,"Attacking third - Left - To right - Short - Ground Pass",0.6010016293,0.565699935,"Jayden Adams","","","","","",1,"From Free Kick","Iqraam Rayners",66719,"Center Forward",50,"Stellenbosch FC",3710,"['6c7b8549-4d1c-459e-a703-35cf24686890', 'd108a61a-7178-4309-a05e-61a1fdffa59a']",24,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:32:24.261","Pass","True","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",85.67,47.0475
"8",3585,13754,"","","","","","",NA,"","","","","",NA,"","","","","","",1.593434,"","","","","","",NA,NA,NA,NA,NA,NA,"bd2529c5-69e8-4f1f-965d-c797c19661db",1346,"","","[89.8, 4.3]",3902009,37,"",0.008702746,0.00783278,0.0008699661,0.026814494,0.020719735,0.0060947593,0.005224793,"","","",1.8269477,"","Right Foot","","","[86.5, 16.9]","Ground Pass","",13.024976,"","","",49,"Attacking third - Left - Backwards - Short - Ground Pass",0.994139447,0.8697689176,"Sihle Nduli","","","","","",1,"From Goal Kick","Iqraam Rayners",66719,"Center Forward",62,"Stellenbosch FC",3710,"['0ab34bc4-fa9b-4509-9e2a-bb3f66837eac', '506f9a07-62fa-46ad-93ee-c2164b30314d']",54,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:37:54.556","Pass","True","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",77.7833333333333,64.3875
"9",3589,13786,"","","","","","",NA,"","","","","",NA,"","","","","","",1.526595,"","","","","","",NA,NA,NA,NA,NA,NA,"f6bee14e-e891-438c-8b9d-453817f88069",1447,"","","[93.2, 76.7]",3902009,40,"",0.009128773,0.008656028,0.0004727449,0.015865786,0.023457408,-0.007591622,-0.008064367,"","","",3.1154206,"","Right Foot","","","[74.1, 77.2]","Ground Pass","",19.106543,"","","",55,"Attacking third - Right - Backwards - Short - Ground Pass",0.8630403546,0.9599613547,"Dean David van Rooyen","","","","","",1,"From Throw In","Iqraam Rayners",66719,"Center Forward",65,"Stellenbosch FC",3710,"['20b4caca-79a4-44b8-8e37-c3a043f3b99f']",13,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:40:13.191","Pass","","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",80.73,2.8475
"10",3593,13815,"","","","","","",NA,"","","","","",NA,"","","","","","",1.879724,"","","","","","",NA,NA,NA,NA,NA,NA,"bf3c45ae-56e3-4d55-86ef-c645803f2ffc",1529,"","","[63.9, 58.8]",3902009,42,"",0.010043101,0.010576434,-0.000533333,0.020405123,0.016615143,0.00378998,0.004323313,"","","True",-1.0445002,"","","","","[70.0, 48.3]","Low Pass","",12.143311,"","","",51,"Midfield third - Right - To left - Short - Ground Pass",0.817228567,0.5370486975,"Anicet Alain Oura","","","","","",1,"From Throw In","Iqraam Rayners",66719,"Center Forward",69,"Stellenbosch FC",3710,"['8c585050-1aad-4fb7-9826-3ade18f446b5', '93a0843e-9b9d-4e4b-9258-9d5f9a6fbca5']",34,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:42:34.619","Pass","True","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",55.3366666666667,18.0625
"11",3609,13921,"","","","","","",NA,"","","","","",NA,"","","","","","",1.052164,"","","","","","",NA,NA,NA,NA,NA,NA,"b3a066de-3cce-4f79-bcf0-d30989b8b0d8",1951,"","","[49.7, 12.0]",3902009,54,"",0.016908476,0.010223491,0.006684985,0.009203089,0.014565451,-0.0053623617,-0.012047347,"","","",-1.3986055,"","Left Foot","","","[50.5, 7.4]","Ground Pass","",4.669047,"","Incomplete","",59,"Midfield third - Left - Backwards - Short - Ground Pass",0.4106496381,0.8908184171,"Anicet Alain Oura","","","","","Recovery",2,"From Free Kick","Iqraam Rayners",66719,"Center Forward",90,"AmaZulu FC",3716,"['15e70166-b966-49b6-8d17-8c0aacadd29c', '732fe51d-6fe2-4694-8a68-438388d01984']",56,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:09:56.841","Pass","","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",43.03,57.8425
"12",3612,13946,"","","","","","",NA,"","","","","",NA,"","","","","","",3.178981,"","","","","","",NA,NA,NA,NA,NA,NA,"0ba08755-d72f-4c94-bc84-571c3c87c59e",2048,"","","[85.5, 25.9]",3902009,57,"",0.008129771,0.009005335,-0.0008755643,0.029921401,0.028201358,0.0017200429,0.0025956072,"","","",-0.46834242,"","Right Foot","","","[111.0, 13.0]","Ground Pass","",28.577263,"","","",15,"Attacking third - Left - Forwards - Short - Ground Pass",0.5862360289,0.7788293958,"Anicet Alain Oura","","","","","",2,"Regular Play","Iqraam Rayners",66719,"Center Forward",95,"Stellenbosch FC",3710,"['12b2602a-3cb1-4590-b92e-fe427e21ce63']",7,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:12:07.929","Pass","","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",74.0566666666667,46.0275
"13",3614,13949,"","","","","","",NA,"","","","","",NA,"","","","","","",1.95751,"","","","","","",NA,NA,NA,NA,NA,NA,"17b749ed-5a96-4d8f-8863-d5d97e867a5f",2059,"","","[89.1, 49.1]",3902009,57,"",0.008913258,0.010151272,-0.0012380136,0.024829343,0.03186198,-0.0070326366,-0.005794623,"","","",1.3294408,"","Right Foot","","","[93.9, 68.6]","Ground Pass","",20.08208,"","","",43,"Attacking third - Right - Forwards - Short - Ground Pass",0.5006756965,0.8869152665,"Dean David van Rooyen","","","","","",2,"Regular Play","Iqraam Rayners",66719,"Center Forward",95,"Stellenbosch FC",3710,"['4c8d4c87-f800-496a-aa0b-6a9506f944ed', '85401624-261c-4549-9d0e-04f2dcb50065']",19,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:12:19.581","Pass","True","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",77.1766666666667,26.3075
"14",3619,13989,"","","","","","",NA,"","","","","",NA,"","","","","","",1.66398,"","","","","","",NA,NA,NA,NA,NA,NA,"776b73ec-d18a-4ed0-83d1-1c64cc519c93",2202,"","","[118.4, 48.9]",3902009,61,"",0.009354807,0.008778196,0.0005766116,0.012431388,0.10373657,-0.09130518,-0.0918818,"","","",-2.3871124,"","Left Foot","","","[113.4, 44.2]","Ground Pass","",6.8622155,"","Incomplete","",31,"Attacking third - Right - To left - Short - Ground Pass",0.9968747661,0.3576104343,"Genino Palace","","","","","",2,"From Throw In","Iqraam Rayners",66719,"Center Forward",104,"Stellenbosch FC",3710,"['1ddc8b49-b05a-4f02-bf8a-a47586052d91', '22b1941a-22a0-43b1-94bf-860478820f87', '6284f2c7-214e-45b7-8efe-e9dee06dd1d0']",8,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:16:08.939","Pass","True","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",102.57,26.4775
"15",3632,14046,"","","","","","",NA,"","","","","",NA,"","","","","","",0.48917,"","","","","","",NA,NA,NA,NA,NA,NA,"8ad97904-9004-4498-93e8-a1f42e6d386e",2433,"","","[43.1, 11.5]",3902009,66,"",0.023791632,0.011673738,0.012117893,0.009224855,0.011709188,-0.0024843328,-0.014602226,"","","",2.4911711,"","Right Foot","","","[38.5, 15.0]","Ground Pass","",5.7801385,"","Incomplete","",4,"Midfield third - Left - Backwards - Short - Ground Pass",0.9988855745,0.9634999037,"Jayden Adams","","","","","",2,"From Throw In","Iqraam Rayners",66719,"Center Forward",114,"AmaZulu FC",3716,"['27e184f4-1414-42d7-b318-9ac0e0b6bcf3', '5c4536e9-ec32-4c73-ad9c-507bdb766e89', 'a791ef79-0f3d-4881-913b-101aff70ddf3']",40,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:21:40.536","Pass","True","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",37.31,58.2675
"16",3675,14312,"","","Incomplete","","","",NA,"","","","","",NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,"aa104fbe-53f4-4f5f-baf6-4a4e0eb0de5b",29,"","","[62.1, 16.9]",3902009,0,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","","",NA,"",NA,NA,"","","","","","",1,"From Kick Off","Iqraam Rayners",66719,"Center Forward",2,"AmaZulu FC",3716,"['58b94755-04b3-4253-b765-e2c959d29ee3']",28,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:00:28.272","Ball Receipt*","","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",53.7766666666667,53.6775
"17",3681,14331,"","","","","","",NA,"","","","","",NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,"376d18b7-d3ec-4722-aaec-0a89b5b2e22a",101,"","","[82.0, 44.0]",3902009,1,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","","",NA,"",NA,NA,"","","","","","",1,"Regular Play","Iqraam Rayners",66719,"Center Forward",5,"Stellenbosch FC",3710,"['8ba5bfec-f5e6-453a-854e-6cf5f7258cfa']",48,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:01:48.131","Ball Receipt*","","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",71.0233333333333,30.6425
"18",3684,14337,"","","Incomplete","","","",NA,"","","","","",NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,"f6a614da-8060-4854-9c53-c12aa5c96a1a",124,"","","[103.4, 23.7]",3902009,2,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","","",NA,"",NA,NA,"","","","","","",1,"From Goal Kick","Iqraam Rayners",66719,"Center Forward",6,"AmaZulu FC",3716,"['362878c7-f439-4f87-97f1-f3c3609167bc']",34,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:02:34.484","Ball Receipt*","","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",89.57,47.8975
"19",3685,14347,"","","","","","",NA,"","","","","",NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,"e52a1bbb-9cbd-4b3b-aa8e-38b4d9526404",159,"","","[84.3, 32.7]",3902009,3,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","","",NA,"",NA,NA,"","","","","","",1,"Regular Play","Iqraam Rayners",66719,"Center Forward",7,"Stellenbosch FC",3710,"['723e9848-c2d5-4d53-8238-b1202edb73f5']",14,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:03:14.458","Ball Receipt*","","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",73.0166666666667,40.2475
"20",3697,14418,"","","","","","",NA,"","","","","",NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,"168413f2-de67-4ebc-9777-fe55335609f5",411,"","","[82.0, 4.7]",3902009,9,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","","",NA,"",NA,NA,"","","","","","",1,"Regular Play","Iqraam Rayners",66719,"Center Forward",18,"Stellenbosch FC",3710,"['866306b7-47dc-4e19-842c-cc563221a5c9']",23,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:09:23.394","Ball Receipt*","","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",71.0233333333333,64.0475
"21",3698,14420,"","","Incomplete","","","",NA,"","","","","",NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,"dc5de676-0e87-4580-bf20-5aad43fbc12d",418,"","","[81.3, 19.4]",3902009,9,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","","",NA,"",NA,NA,"","","","","","",1,"Regular Play","Iqraam Rayners",66719,"Center Forward",18,"Stellenbosch FC",3710,"['b19995a8-fc3f-44ae-9538-0e1603a475db']",28,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:09:28.769","Ball Receipt*","","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",70.4166666666667,51.5525
"22",3703,14458,"","","","","","",NA,"","","","","",NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,"8660b9f0-33cd-49ba-bfe6-8fd539cfa9f0",536,"","","[68.3, 24.8]",3902009,11,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","","",NA,"",NA,NA,"","","","","","",1,"From Goal Kick","Iqraam Rayners",66719,"Center Forward",21,"Stellenbosch FC",3710,"['8619c146-5ae6-474e-9936-181c96bbb031']",48,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:11:48.139","Ball Receipt*","","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",59.15,46.9625
"23",3706,14462,"","","Incomplete","","","",NA,"","","","","",NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,"b755cee6-0bea-4876-942a-f1ee394d8379",546,"","","[82.8, 12.6]",3902009,12,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","","",NA,"",NA,NA,"","","","","","",1,"From Throw In","Iqraam Rayners",66719,"Center Forward",22,"AmaZulu FC",3716,"['4b537c9e-1650-41b0-b747-dcbd4c0b8085']",25,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:12:25.088","Ball Receipt*","","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",71.7166666666667,57.3325
"24",3709,14480,"","","Incomplete","","","",NA,"","","","","",NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,"67ad13b9-a42d-4182-be13-3d798dd2c5f6",601,"","","[84.3, 33.8]",3902009,13,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","","",NA,"",NA,NA,"","","","","","",1,"From Throw In","Iqraam Rayners",66719,"Center Forward",23,"Stellenbosch FC",3710,"['66d7e1bf-da53-497d-9528-ededf3a25925']",32,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:13:32.070","Ball Receipt*","","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",73.0166666666667,39.3125
"25",3718,14551,"","","Incomplete","","","",NA,"","","","","",NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,"cccab91f-3d6a-46e4-95fc-acbbb771a678",891,"","","[72.0, 61.4]",3902009,23,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","","",NA,"",NA,NA,"","","","","","",1,"From Throw In","Iqraam Rayners",66719,"Center Forward",38,"AmaZulu FC",3716,"['09f512df-1895-407b-a715-420c882c333f']",54,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:23:54.628","Ball Receipt*","","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",62.3566666666667,15.8525
"26",3722,14561,"","","","","","",NA,"","","","","",NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,"a40c204d-f3bd-437a-bf81-5e2f63f7f26b",925,"","","[88.2, 38.3]",3902009,24,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","","",NA,"",NA,NA,"","","","","","",1,"Regular Play","Iqraam Rayners",66719,"Center Forward",39,"Stellenbosch FC",3710,"['c8e302c5-71ad-4663-8a80-00fa9f6cc65c']",32,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:24:32.387","Ball Receipt*","","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",76.3966666666667,35.4875
"27",3731,14606,"","","","","","",NA,"","","","","",NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,"b89003a9-966b-4f9d-bd79-851701697ab0",1083,"","","[56.7, 55.7]",3902009,30,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","","",NA,"",NA,NA,"","","","","","",1,"Regular Play","Iqraam Rayners",66719,"Center Forward",48,"Stellenbosch FC",3710,"['1897f654-6ee7-4f6c-a138-8dcc9fbb171d', '84d527c2-14a6-4b0e-afe5-683557280145']",16,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:30:16.689","Ball Receipt*","True","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",49.0966666666667,20.6975
"28",3736,14625,"","","","","","",NA,"","","","","",NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,"33a387bb-0716-4f7a-8a01-4b6bff1df9a2",1149,"","","[98.6, 22.4]",3902009,32,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","","",NA,"",NA,NA,"","","","","","",1,"From Free Kick","Iqraam Rayners",66719,"Center Forward",50,"Stellenbosch FC",3710,"['5e1e52c5-7764-46fa-96a0-b4474e4f30ff', 'd108a61a-7178-4309-a05e-61a1fdffa59a']",24,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:32:24.261","Ball Receipt*","True","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",85.41,49.0025
"29",3738,14635,"","","Incomplete","","","",NA,"","","","","",NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,"d8950ac7-78b2-4e1e-a695-6d5adbe57480",1184,"","","[98.6, 14.3]",3902009,32,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","","",NA,"",NA,NA,"","","","","","",1,"From Throw In","Iqraam Rayners",66719,"Center Forward",53,"Stellenbosch FC",3710,"['fbc3ab11-bcc1-4793-bcdb-c5cc6ae835d5']",53,"","","","","","",NA,NA,NA,"","","",NA,NA,NA,"","","","",NA,"Stellenbosch FC",3710,"00:32:53.318","Ball Receipt*","","","","","","","",NA,"","","",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"",85.41,55.8875
