"","player","type","duel_outcome","interception_outcome","spad_x","spad_y"
"277","Iqraam Rayners","Ball Receipt*","","",69.29,66.2575
"278","Iqraam Rayners","Ball Receipt*","","",80.5566666666667,42.8825
"279","Iqraam Rayners","Ball Receipt*","","",78.7366666666667,63.8775
"280","Iqraam Rayners","Ball Receipt*","","",97.7166666666667,35.8275
"281","Iqraam Rayners","Ball Receipt*","","",80.2966666666667,55.2925
"282","Iqraam Rayners","Ball Receipt*","","",92.0833333333333,45.6025
"283","Iqraam Rayners","Ball Receipt*","","",80.8166666666667,51.2125
"284","Iqraam Rayners","Ball Receipt*","","",85.4966666666667,44.9225
"285","Iqraam Rayners","Ball Receipt*","","",89.05,35.2325
"286","Iqraam Rayners","Ball Receipt*","","",69.9833333333333,35.5725
"287","Iqraam Rayners","Ball Receipt*","","",63.05,62.6875
"288","Iqraam Rayners","Ball Receipt*","","",81.51,15.9375
"289","Iqraam Rayners","Ball Receipt*","","",47.8833333333333,64.5575
"290","Iqraam Rayners","Ball Receipt*","","",97.0233333333333,6.4175
"291","Iqraam Rayners","Ball Receipt*","","",85.15,46.1975
"292","Iqraam Rayners","Ball Receipt*","","",85.67,44.1575
"293","Iqraam Rayners","Ball Receipt*","","",87.5766666666667,51.8925
"294","Iqraam Rayners","Ball Receipt*","","",90.2633333333333,31.7475
"295","Iqraam Rayners","Ball Receipt*","","",89.4833333333333,19.2525
"296","Iqraam Rayners","Ball Receipt*","","",74.49,56.3125
"297","Iqraam Rayners","Ball Receipt*","","",96.85,33.2775
"298","Iqraam Rayners","Ball Receipt*","","",72.5833333333333,44.4125
"299","Iqraam Rayners","Ball Receipt*","","",98.7566666666667,34.9775
"300","Iqraam Rayners","Ball Receipt*","","",93.1233333333333,38.9725
"301","Iqraam Rayners","Ball Receipt*","","",80.3833333333333,29.4525
"302","Iqraam Rayners","Ball Receipt*","","",80.99,37.9525
"303","Iqraam Rayners","Ball Receipt*","","",85.3233333333333,21.0375
"304","Iqraam Rayners","Ball Receipt*","","",81.25,17.3825
"305","Iqraam Rayners","Ball Receipt*","","",79.8633333333333,33.7875
"306","Iqraam Rayners","Ball Receipt*","","",88.3566666666667,29.7075
"307","Iqraam Rayners","Ball Receipt*","","",70.2433333333333,63.6225
"308","Iqraam Rayners","Ball Receipt*","","",56.2033333333333,62.7725
"309","Iqraam Rayners","Ball Receipt*","","",90.87,21.8875
"310","Iqraam Rayners","Ball Receipt*","","",89.83,45.1775
