"","X50_50","bad_behaviour_card","ball_receipt_outcome","ball_recovery_recovery_failure","block_deflection","block_save_block","carry_end_location","clearance_aerial_won","clearance_body_part","clearance_head","clearance_left_foot","clearance_other","clearance_right_foot","counterpress","dribble_nutmeg","dribble_outcome","dribble_overrun","duel_outcome","duel_type","duration","foul_committed_advantage","foul_committed_card","foul_committed_offensive","foul_committed_type","foul_won_advantage","foul_won_defensive","goalkeeper_body_part","goalkeeper_end_location","goalkeeper_outcome","goalkeeper_position","goalkeeper_technique","goalkeeper_type","id","index","interception_outcome","location","match_id","minute","miscontrol_aerial_won","obv_against_after","obv_against_before","obv_against_net","obv_for_after","obv_for_before","obv_for_net","obv_total_net","off_camera","out","pass_aerial_won","pass_angle","pass_assisted_shot_id","pass_body_part","pass_cross","pass_end_location","pass_goal_assist","pass_height","pass_inswinging","pass_length","pass_outcome","pass_outswinging","pass_pass_cluster_id","pass_pass_cluster_label","pass_pass_cluster_probability","pass_pass_success_probability","pass_recipient","pass_shot_assist","pass_straight","pass_switch","pass_technique","pass_through_ball","pass_type","period","play_pattern","player","player_id","position","possession","possession_team","possession_team_id","related_events","second","shot_aerial_won","shot_body_part","shot_end_location","shot_first_time","shot_freeze_frame","shot_gk_positioning_xg_suppression","shot_gk_save_difficulty_xg","shot_gk_shot_stopping_xg_suppression","shot_key_pass_id","shot_outcome","shot_shot_execution_xg","shot_shot_execution_xg_uplift","shot_shot_shot_assist","shot_statsbomb_xg","shot_technique","shot_type","substitution_outcome","substitution_replacement","tactics","team","team_id","timestamp","type","under_pressure","injury_stoppage_in_chain","pass_cut_back","pass_deflected","pass_miscommunication","pass_no_touch","shot_one_on_one","block_offensive","goalkeeper_punched_out","goalkeeper_shot_saved_off_target","shot_saved_off_target","shot_deflected","shot_open_goal","shot_shot_goal_assist","ball_recovery_offensive","foul_committed_penalty","goalkeeper_shot_saved_to_post","shot_saved_to_post","foul_won_penalty","half_start_late_video_start","shot_redirect","dribble_no_touch","goalkeeper_lost_out","goalkeeper_success_in_play","player_off_permanent","goalkeeper_success_out","shot_follows_dribble","goalkeeper_lost_in_play","shot_kick_off","spad_x","spad_y"
"52","","","","","","","","","","","","","","","","","","","",1.292261,"","","","","","","","","","","","","e2f48e85-6939-4b07-8b46-c022d7205b50",720,"","[90.1, 20.8, 0.0]",3901960,21,"",0.0077058496,0.0077058496,0,0,0.04025229,-0.04025229,-0.04025229,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",1,"From Free Kick","Iqraam Rayners",66719,"Center Forward",45,"Stellenbosch FC",3710,"['5c11cb5c-46ce-437c-8b70-0d36b514dd33']",43,"","Right Foot","[120.0, 34.4, 2.7]","","[{'location': [102.4, 47.7], 'player': {'id': 66718, 'name': 'Keenan Leigh Phillips'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 43.6], 'player': {'id': 75459, 'name': 'Bongani Sam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.3, 41.2], 'player': {'id': 68961, 'name': 'Kwandakwensizwa Ishmael Mngonyama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.5, 42.3], 'player': {'id': 65850, 'name': 'Vusi Tshepo Sibiya'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.2, 38.4], 'player': {'id': 65724, 'name': 'Andile Ernest Jali'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.9, 35.6], 'player': {'id': 69119, 'name': 'Lantshene Phalane'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.7, 31.4], 'player': {'id': 68994, 'name': 'Tshegofatso Mabasa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [99.9, 25.0], 'player': {'id': 64613, 'name': 'Gabadinho Hellings Frank Mhango'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [99.8, 25.7], 'player': {'id': 67982, 'name': 'Ntsako Neverdie Makhubela'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.8, 26.3], 'player': {'id': 67979, 'name': 'Lindokuhle Praise Mtshali'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.5, 42.9], 'player': {'id': 165600, 'name': 'Athenkosi Mcaba'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [101.4, 41.7], 'player': {'id': 304401, 'name': 'Ismaël Olivier Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [102.2, 30.5], 'player': {'id': 74483, 'name': 'Devon Titus'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [119.0, 39.4], 'player': {'id': 65541, 'name': 'Daniel Akpeyi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.5, 38.9], 'player': {'id': 64606, 'name': 'Andre Ernest De Jong'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.8, 50.2], 'player': {'id': 202033, 'name': 'Genino Palace'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [79.8, 47.7], 'player': {'id': 75672, 'name': 'Mashweu Basil Mphahlele'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [86.8, 20.6], 'player': {'id': 65834, 'name': 'Nhlanhla Mgaga'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [90.0, 18.4], 'player': {'id': 295087, 'name': 'Qobolwakhe Sibande'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",-0.0070965728,NA,NA,"","Off T",0,-0.0079207849,"",0.007920785,"Normal","Free Kick","","","","Stellenbosch FC",3710,"00:21:43.849","Shot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",77.6533333333333,50.3625
"53","","","","","","","","","","","","","","","","","","","",0.90657,"","","","","","","","","","","","","f1de657b-cf8b-477a-95ee-907d35ccad8b",2839,"","[101.9, 62.1, 0.0]",3901960,78,"",0.008783214,0.008783214,0,0.01213412,0.06597052,-0.053836398,-0.053836398,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",2,"From Free Kick","Iqraam Rayners",66719,"Center Forward",171,"Stellenbosch FC",3710,"['7bbce4df-883f-43a3-809a-f504bce6f38d']",49,"","Right Foot","[118.9, 43.8, 1.2]","","[{'location': [107.6, 54.4], 'player': {'id': 74483, 'name': 'Devon Titus'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.5, 56.2], 'player': {'id': 75459, 'name': 'Bongani Sam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.6, 55.2], 'player': {'id': 67982, 'name': 'Ntsako Neverdie Makhubela'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.5, 56.1], 'player': {'id': 67979, 'name': 'Lindokuhle Praise Mtshali'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.1, 52.6], 'player': {'id': 68961, 'name': 'Kwandakwensizwa Ishmael Mngonyama'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.6, 48.8], 'player': {'id': 65850, 'name': 'Vusi Tshepo Sibiya'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.7, 43.2], 'player': {'id': 69119, 'name': 'Lantshene Phalane'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.4, 41.1], 'player': {'id': 65756, 'name': 'Tlakusani Mthethwa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.8, 37.7], 'player': {'id': 64613, 'name': 'Gabadinho Hellings Frank Mhango'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [109.5, 34.9], 'player': {'id': 65783, 'name': 'Kagiso Joseph Malinga'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [109.2, 31.2], 'player': {'id': 66718, 'name': 'Keenan Leigh Phillips'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.5, 64.1], 'player': {'id': 295087, 'name': 'Qobolwakhe Sibande'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [95.0, 45.1], 'player': {'id': 68032, 'name': 'Sibongiseni Mthethwa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.8, 37.0], 'player': {'id': 23515, 'name': 'Kgaogelo Rathete Sekgota'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [109.8, 42.1], 'player': {'id': 65761, 'name': 'Jayden Adams'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.5, 40.3], 'player': {'id': 123370, 'name': 'Antonio Van Wyk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.9, 34.0], 'player': {'id': 404690, 'name': 'Anicet Alain Oura'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.8, 29.5], 'player': {'id': 65834, 'name': 'Nhlanhla Mgaga'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.8, 42.9], 'player': {'id': 65541, 'name': 'Daniel Akpeyi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",-0.0072982432,0.009709242,0.0097092418,"","Saved",0.0121341199,0.0043232138,"",0.007810906,"Normal","Free Kick","","","","Stellenbosch FC",3710,"00:33:49.968","Shot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",87.88,15.2575
"256","","","","","","","","","","","","","","","","","","","",1.139574,"","","","","","","","","","","","","7e5c50f8-554b-47b9-85ae-9d8bce6e7c00",573,"","[42.0, 42.1]",3901953,16,"",0.027164632,0.0101047475,0.017059885,0.009452733,0.014874155,-0.0054214215,-0.022481307,"","","",-1.78294,"","Right Foot","","[39.2, 29.1]","","Ground Pass","",13.2981205,"Incomplete","",26,"Midfield third - Center - To left - Short - Ground Pass",0.6035435712,0.9935932755,"Sabelo Sithole","","","","","","",1,"Regular Play","Jeffrey Mzwandile Dlamini",157252,"Center Defensive Midfield",26,"Kaizer Chiefs FC",3709,"['3268db30-9793-4c2b-afa2-938112ddc5fb', '522d103b-0801-4a49-a362-b1c5850be088']",29,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Royal AM FC",5599,"00:16:29.845","Pass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",35.9666666666667,32.64
"356","","","Incomplete","","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","522d103b-0801-4a49-a362-b1c5850be088",574,"","[38.1, 25.7]",3901953,16,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",1,"Regular Play","Sabelo Sithole",404731,"Left Wing Back",26,"Kaizer Chiefs FC",3709,"['7e5c50f8-554b-47b9-85ae-9d8bce6e7c00']",30,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Royal AM FC",5599,"00:16:30.985","Ball Receipt*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",32.5866666666667,46.58
"456","","","","","","","","","","","","","","True","","","","","",0,"","","","","","","","","","","","","3268db30-9793-4c2b-afa2-938112ddc5fb",575,"Won","[80.9, 51.0]",3901953,16,"",0.009452733,0.014874155,-0.0054214215,0.027164632,0.0101047475,0.017059885,0.022481307,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",1,"Regular Play","Ashley Du Preez",66714,"Right Wing",26,"Kaizer Chiefs FC",3709,"['7e5c50f8-554b-47b9-85ae-9d8bce6e7c00']",30,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Kaizer Chiefs FC",3709,"00:16:30.985","Interception","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",69.68,25.075
"556","","","","","","","[94.8, 52.9]","","","","","","","","","","","","",2.069481,"","","","","","","","","","","","","46b07ff0-80c2-4f2d-a4eb-7f05e30addda",576,"","[80.9, 51.0]",3901953,16,"",0.008926882,0.009452733,-0.0005258508,0.040386174,0.027164632,0.013221541,0.013747392,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",1,"Regular Play","Ashley Du Preez",66714,"Right Wing",26,"Kaizer Chiefs FC",3709,"['3268db30-9793-4c2b-afa2-938112ddc5fb', '45483153-6ee1-41fc-bd9c-d1bfcb900f88']",30,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Kaizer Chiefs FC",3709,"00:16:30.985","Carry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",69.68,25.075
"54","","","","","","","","","","","","","","","","","","","",1.007158,"","","","","","","","","","","","","45483153-6ee1-41fc-bd9c-d1bfcb900f88",577,"","[94.8, 52.9, 0.0]",3901953,16,"",0.008926882,0.008926882,0,0,0.040386174,-0.040386174,-0.040386174,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",1,"Regular Play","Ashley Du Preez",66714,"Right Wing",26,"Kaizer Chiefs FC",3709,"['bb039e9c-c117-4b6e-a750-ce69ffae185d']",33,"","Right Foot","[120.0, 45.9, 2.9]","","[{'location': [89.5, 53.2], 'player': {'id': 404731, 'name': 'Sabelo Sithole'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [93.5, 46.9], 'player': {'id': 157252, 'name': 'Jeffrey Mzwandile Dlamini'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.6, 50.3], 'player': {'id': 134556, 'name': 'Lesego Samuel Manganyi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.5, 45.0], 'player': {'id': 406891, 'name': 'Ayanda Jiyane'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [92.7, 36.4], 'player': {'id': 137094, 'name': 'Sikhethele Wandile Mabuza'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.1, 22.3], 'player': {'id': 65279, 'name': 'Mokete Mogaila'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [116.0, 41.5], 'player': {'id': 298825, 'name': 'Zakahle Xolani Ngcobo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [76.4, 36.9], 'player': {'id': 124278, 'name': 'Edson Daniel Castillo García'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [79.7, 49.3], 'player': {'id': 134550, 'name': 'Lehlogonolo George Matlou'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [83.7, 45.7], 'player': {'id': 67970, 'name': 'Pule Sydney Mmodi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [90.4, 35.9], 'player': {'id': 398324, 'name': 'Efmamjjasond González Palacios'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",-0.0097371824,NA,NA,"","Off T",0,-0.0289805494,"",0.02898055,"Normal","Open Play","","","","Kaizer Chiefs FC",3709,"00:16:33.054","Shot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",81.7266666666667,23.0775
"257","","","","","","","","","","","","","","","","","","","",1.654672,"","","","","","","","","","","","","ca24233b-1a4d-4ad6-85b3-e9cce27aaea5",834,"","[69.4, 23.5]",3901953,24,"",0.009405963,0.009669226,-0.0002632625,0.035609774,0.022206787,0.013402987,0.01366625,"","","",0.22646226,"eb751005-aa44-49b0-9791-193267cb8e98","Right Foot","","[91.1, 28.5]","","Ground Pass","",22.268587,"","",53,"Midfield third - Center - Forwards - Short - Ground Pass",0.4559500884,0.6171419621,"Ashley Du Preez","True","","","","","",1,"From Counter","Pule Sydney Mmodi",67970,"Left Wing",38,"Kaizer Chiefs FC",3709,"['99becf08-ab16-4724-b5dc-5504ce63de88']",24,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Kaizer Chiefs FC",3709,"00:24:24.250","Pass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",59.7133333333333,48.45
"357","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","99becf08-ab16-4724-b5dc-5504ce63de88",835,"","[91.1, 28.5]",3901953,24,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",1,"From Counter","Ashley Du Preez",66714,"Right Wing",38,"Kaizer Chiefs FC",3709,"['ca24233b-1a4d-4ad6-85b3-e9cce27aaea5']",25,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Kaizer Chiefs FC",3709,"00:24:25.905","Ball Receipt*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",78.52,44.2
"457","","","","","","","[107.4, 27.6]","","","","","","","","","","","","",1.839356,"","","","","","","","","","","","","9930d12f-e578-41ba-b404-2e94254845a1",836,"","[91.1, 28.5]",3901953,24,"",0.008804839,0.009405963,-0.000601124,0.089513965,0.035609774,0.05390419,0.054505315,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",1,"From Counter","Ashley Du Preez",66714,"Right Wing",38,"Kaizer Chiefs FC",3709,"['99becf08-ab16-4724-b5dc-5504ce63de88', 'b62ef930-ec9a-46c2-8964-92e8ec4c7b58', 'eb751005-aa44-49b0-9791-193267cb8e98']",25,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Kaizer Chiefs FC",3709,"00:24:25.905","Carry","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","",78.52,44.2
"55","","","","","","","","","","","","","","","","","","","",0.564192,"","","","","","","","","","","","","eb751005-aa44-49b0-9791-193267cb8e98",838,"","[107.4, 27.6, 0.0]",3901953,24,"",0.008804839,0.008804839,0,0,0.089513965,-0.089513965,-0.089513965,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",1,"From Counter","Ashley Du Preez",66714,"Right Wing",38,"Kaizer Chiefs FC",3709,"['27d4aa9e-3ab8-461a-a5bb-31f89dc943c2', 'b62ef930-ec9a-46c2-8964-92e8ec4c7b58']",27,"","Left Foot","[120.0, 35.2, 1.2]","","[{'location': [93.9, 26.5], 'player': {'id': 137094, 'name': 'Sikhethele Wandile Mabuza'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.4, 24.3], 'player': {'id': 134554, 'name': 'Kabelo Mahlasela'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.3, 36.8], 'player': {'id': 298825, 'name': 'Zakahle Xolani Ngcobo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.1, 35.4], 'player': {'id': 157252, 'name': 'Jeffrey Mzwandile Dlamini'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.4, 28.5], 'player': {'id': 134556, 'name': 'Lesego Samuel Manganyi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.4, 33.7], 'player': {'id': 406891, 'name': 'Ayanda Jiyane'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [97.0, 33.6], 'player': {'id': 398324, 'name': 'Efmamjjasond González Palacios'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",0.0163901746,NA,NA,"ca24233b-1a4d-4ad6-85b3-e9cce27aaea5","Off T",0,-0.1159351319,"",0.11593513,"Normal","Open Play","","","","Kaizer Chiefs FC",3709,"00:24:27.744","Shot","True","","","","","","True","","","","","","","","","","","","","","","","","","","","","","",92.6466666666667,44.5825
"358","","","","","","","","","","","","","","","","","","","",4.092241,"","","","","","","","","","","","","312dfad5-93c2-43ed-89f5-a2f86838ccc6",1006,"","[60.6, 35.3]",3901953,29,"",0.008781869,0.009562244,-0.0007803747,0.08812052,0.018228587,0.06989194,0.07067231,"","","",0.28134128,"93995230-1131-491e-bb62-6d38600755fc","Right Foot","","[117.0, 51.6]","","High Pass","",58.708176,"","",34,"Midfield third - Left - To right - Long - High Pass",0.9364017976,0.5958785415,"Ashley Du Preez","True","","","Through Ball","True","",1,"From Free Kick","Moegamat Yusuf Maart",134568,"Center Defensive Midfield",49,"Kaizer Chiefs FC",3709,"['d8883a6b-a6c2-4e92-a04f-aff1f48ddc20']",30,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Kaizer Chiefs FC",3709,"00:29:30.469","Pass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",52.0866666666667,38.42
"558","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","d8883a6b-a6c2-4e92-a04f-aff1f48ddc20",1008,"","[117.0, 51.6]",3901953,29,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",1,"From Free Kick","Ashley Du Preez",66714,"Right Wing",49,"Kaizer Chiefs FC",3709,"['312dfad5-93c2-43ed-89f5-a2f86838ccc6']",34,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Kaizer Chiefs FC",3709,"00:29:34.561","Ball Receipt*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",100.966666666667,24.565
"56","","","","","","","","","","","","","","","","","","","",0.429578,"","","","","","","","","","","","","93995230-1131-491e-bb62-6d38600755fc",1009,"","[117.0, 51.6, 0.61]",3901953,29,"",0.008781869,0.008781869,0,0,0.08812052,-0.08812052,-0.08812052,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",1,"From Free Kick","Ashley Du Preez",66714,"Right Wing",49,"Kaizer Chiefs FC",3709,"['94e7e66f-de04-4d18-8b92-917d94a37dec']",34,"","Right Foot","[120.0, 46.4, 0.9]","True","[{'location': [108.6, 49.2], 'player': {'id': 404731, 'name': 'Sabelo Sithole'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [99.3, 38.0], 'player': {'id': 406891, 'name': 'Ayanda Jiyane'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.1, 35.0], 'player': {'id': 137094, 'name': 'Sikhethele Wandile Mabuza'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.0, 20.9], 'player': {'id': 65279, 'name': 'Mokete Mogaila'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [111.3, 49.2], 'player': {'id': 298825, 'name': 'Zakahle Xolani Ngcobo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.9, 33.2], 'player': {'id': 67970, 'name': 'Pule Sydney Mmodi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",-0.0405987203,NA,NA,"312dfad5-93c2-43ed-89f5-a2f86838ccc6","Off T",0,-0.0882352218,"",0.08823522,"Half Volley","Open Play","","","","Kaizer Chiefs FC",3709,"00:29:34.572","Shot","","","","","","","","","","","","","True","","","","","","","","","","","","","","","","",100.966666666667,24.1825
"459","","","","","","","","","","","","","","","","","","","",1.249476,"","","","","","","","","","","","","1bedcf00-8a2e-4ca4-8c42-5a712cdb518a",2875,"","[103.3, 8.2]",3901953,80,"",0.0076436563,0.008119765,-0.0004761084,0.24620077,0.025753887,0.22044688,0.22092299,"","","",1.3340615,"c8d852c5-3d0d-48df-917e-324fc94d8db3","Left Foot","True","[110.2, 36.8]","","Low Pass","",29.42057,"","",35,"Attacking third - Left - To right - Short - High Pass",0.9996690527,0.1303577721,"Ashley Du Preez","True","","","","","",2,"From Goal Kick","Christian Saile Basomboli",368826,"Right Wing",140,"Kaizer Chiefs FC",3709,"['2e270c14-c347-498b-8829-0c630b948d5e', 'a582a28e-2f87-452d-aea0-52e1b0b5a318']",42,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Kaizer Chiefs FC",3709,"00:35:42.102","Pass","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","",89.0933333333333,61.455
"559","","","","","","","","","","","","","","","","","","","",NA,"","","","","","","","","","","","","2e270c14-c347-498b-8829-0c630b948d5e",2876,"","[110.2, 36.8]",3901953,80,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",2,"From Goal Kick","Ashley Du Preez",66714,"Center Forward",140,"Kaizer Chiefs FC",3709,"['1bedcf00-8a2e-4ca4-8c42-5a712cdb518a']",43,"","","","","",NA,NA,NA,"","",NA,NA,"",NA,"","","","","","Kaizer Chiefs FC",3709,"00:35:43.351","Ball Receipt*","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",95.0733333333333,37.145
"57","","","","","","","","","","","","","","","","","","","",0.299237,"","","","","","","","","","","","","c8d852c5-3d0d-48df-917e-324fc94d8db3",2877,"","[110.2, 36.8, 0.81]",3901953,80,"",0.0076436563,0.0076436563,0,0,0.24620077,-0.24620077,-0.24620077,"","","",NA,"","","","","","","",NA,"","",NA,"",NA,NA,"","","","","","","",2,"From Goal Kick","Ashley Du Preez",66714,"Center Forward",140,"Kaizer Chiefs FC",3709,"['0484d68e-5d75-4260-92c7-5e6150a9dc2b']",43,"","Right Foot","[120.0, 48.9, 0.5]","True","[{'location': [117.8, 38.7], 'player': {'id': 298825, 'name': 'Zakahle Xolani Ngcobo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 42.1], 'player': {'id': 65559, 'name': 'Nkosingiphile Nhlakanipho Ngcobo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.8, 27.9], 'player': {'id': 170894, 'name': 'Mduduzi Shabalala'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.2, 39.5], 'player': {'id': 134556, 'name': 'Lesego Samuel Manganyi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.8, 29.5], 'player': {'id': 69124, 'name': 'Shadrack Kobedi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.5, 18.4], 'player': {'id': 406891, 'name': 'Ayanda Jiyane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.3, 50.1], 'player': {'id': 404731, 'name': 'Sabelo Sithole'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.1, 7.8], 'player': {'id': 65279, 'name': 'Mokete Mogaila'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [104.5, 4.6], 'player': {'id': 368826, 'name': 'Christian Saile Basomboli'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",0.0982154384,NA,NA,"1bedcf00-8a2e-4ca4-8c42-5a712cdb518a","Off T",0,-0.1628687829,"",0.16286878,"Half Volley","Open Play","","","","Kaizer Chiefs FC",3709,"00:35:43.415","Shot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",95.0733333333333,36.7625
